no,filename,product,category,kind,in_stock,group,prompt
16,orangez.jpg,Orange Z,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Orange Z, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as orange, citrus, tropical. Dense and top-shelf, the sort of bud sold at 18-22% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
17,pinkzugar.jpg,Pink Zugar,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Pink Zugar, a indica-dominant hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as blueberry, strawberry, apple. Dense and top-shelf, the sort of bud sold at 25-26% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
18,redhot.jpg,Red Hot Cookies,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Red Hot Cookies, a sativa-dominant hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as citrus, berry, mango. Dense and top-shelf, the sort of bud sold at 17-25% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
19,sherbtank.jpg,Sherb Tang,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Sherb Tang, a indica-dominant hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as vanilla, citrus, berry. Dense and top-shelf, the sort of bud sold at 25-27% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
20,superboof.jpg,Super Boof,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Super Boof, a hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as grapefruit, citrus, orange. Dense and top-shelf, the sort of bud sold at 26-28% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
21,thailanddurian.jpg,Thailand Durian,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Thailand Durian, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as sweet, tropical, earthy. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
22,toadvenom.jpg,Toad Venom,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Toad Venom, a hybrid — dense dark forest-green leaves, rust-orange pistils, a thick greasy layer of trichomes. The flower reads as chemical, cheese, diesel. Dense and top-shelf, the sort of bud sold at 24% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
23,whitelotus.jpg,White Lotus,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain White Lotus, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as citrus, pineapple, earthy. Dense and top-shelf, the sort of bud sold at 20% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
24,zkittles.jpg,Zkittlez,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Zkittlez, a indica-dominant hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as grape, berry, citrus. Dense and top-shelf, the sort of bud sold at 18-23% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
25,zooties.jpg,Zooties,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Zooties, a hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as berry, grape, citrus. Dense and top-shelf, the sort of bud sold at 24-30% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
26,ztupid.jpg,Ztupid,Flower,flower,,B-replace-card,"One premium cured cannabis flower bud of the strain Ztupid, a hybrid — pale sage and mint-green leaves, soft cream-coloured pistils, a dusty even frost. The flower reads as sweet, fruity, earthy. Dense and top-shelf, the sort of bud sold at 26% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
