no,filename,key,product,category,kind,in_stock,stock,price_thb,subject
47,bluelobsterhash.jpg,bluelobsterhash,Blue Lobster Hash,Concentrate,concentrate,YES,25.5,700.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
48,sfvxadl.jpg,sfvxadl,SFV x ADL,Exotics,flower,YES,21.82,800.00,"one premium cannabis bud standing upright, dense and compact, thickly frosted with sugary trichomes, bright orange pistils curling through the green leaves. Strain: SFV x ADL (Hybrid)"
49,bongdownstem1213517cm.jpg,bongdownstem1213517cm,"Bong DownStem 12 , 13.5 , 17 cm",Accessories,gear,YES,21,100.00,"Bong DownStem 12 , 13.5 , 17 cm, a piece of smoking equipment, standing upright with its material and finish clearly readable"
50,hiddenhills1000mg.jpg,hiddenhills1000mg,Hidden Hills 1000Mg,Edible,edible,YES,21,800.00,"Hidden Hills 1000Mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly"
51,switch3in1.jpg,switch3in1,Switch 3in 1,Vape,vape,YES,20,2700.00,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it"
52,bamboopaper.jpg,bamboopaper,Bamboo paper,Equipment,gear,YES,19,,"Bamboo paper, a piece of smoking equipment, standing upright with its material and finish clearly readable"
53,cibidcbdsoda3flavors.jpg,cibidcbdsoda3flavors,CIBID CBD SODA 3 Flavors,Drink,drink,YES,19,120.00,"CIBID CBD SODA 3 Flavors served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold"
54,geminiricekrispies160mg.jpg,geminiricekrispies160mg,Gemini Rice krispies 160 mg,Edible,food,YES,19,600.00,"Gemini Rice krispies 160 mg plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
55,softdrink.jpg,softdrink,"Soft Drink ( Coke , Fanta , Schweppes, Sprite A&W  )",Drink,drink,YES,19,40.00,"Soft Drink ( Coke , Fanta , Schweppes, Sprite A&W  ) served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold"
56,picmigummiesfruitpunch5000mg.jpg,picmigummiesfruitpunch5000mg,picmi gummies fruit punch 5000 mg,Edible,edible,YES,18,3500.00,"picmi gummies fruit punch 5000 mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly"
57,bonglsize.jpg,bonglsize,Bong L size ( 40 cm ),Accessories,gear,YES,17,1200.00,"Bong L size ( 40 cm ), a piece of smoking equipment, standing upright with its material and finish clearly readable"
58,gummy250mgedibleland.jpg,gummy250mgedibleland,Gummy 250 mg edible land,Edible,edible,YES,17,600.00,"Gummy 250 mg edible land, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly"
59,kifecherryinferno.jpg,kifecherryinferno,Kife Cherry Inferno,Concentrate,concentrate,YES,17,500.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
60,zourz.jpg,zourz,Zour Z,Exotics,flower,YES,15.99,800.00,"one premium cannabis bud standing upright, dense and compact, thickly frosted with sugary trichomes, bright orange pistils curling through the bright lime-green leaves. Strain: Zour Z (Sativa-dominant Hybrid, THC 17%), tasting of diesel, lemon, chemical"
61,ogkushxzkittlesoriginal.jpg,ogkushxzkittlesoriginal,OG Kush x Zkittles Original,Top Shelf,flower,YES,15.25,600.00,"one premium cannabis bud standing upright, dense and compact, thickly frosted with sugary trichomes, bright orange pistils curling through the deep purple-green leaves. Strain: OG Kush x Zkittles Original (Hybrid, THC 18-22%), tasting of berry, blueberry, pineapple"
62,polkadotmushroomschocolate.jpg,polkadotmushroomschocolate,PolkaDot mushrooms chocolate,Edible,edible,YES,15,4000.00,"PolkaDot mushrooms chocolate, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly"
63,stashprosmallpaper.jpg,stashprosmallpaper,Stash-pro small paper,Equipment,gear,YES,15,70.00,"Stash-pro small paper, a piece of smoking equipment, standing upright with its material and finish clearly readable"
64,ocpophash.jpg,ocpophash,OC Pop Hash,Concentrate,concentrate,YES,14.5,700.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
65,blunt20gwax03g.jpg,blunt20gwax03g,Blunt 2.0 g + wax0.3g,Pre-Roll,blunt,YES,14,1800.00,"a single cannabis blunt, unlit, in a dark tobacco leaf wrap with a visible seam, two whole buds behind it slightly out of focus"
66,blacksugarcanejuice.jpg,blacksugarcanejuice,Black Sugarcane Juice,Drink,drink,YES,13,60.00,"Black Sugarcane Juice served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold"
67,route69.jpg,route69,Route 69,Top Shelf,flower,YES,12.34,600.00,"one premium cannabis bud standing upright, dense and compact, thickly frosted with sugary trichomes, bright orange pistils curling through the green leaves"
68,diamondsthc.jpg,diamondsthc,Diamonds THC,Concentrate,concentrate,YES,12,2000.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
69,doinksglue.jpg,doinksglue,Doinks glue,Equipment,gear,YES,12,350.00,"Doinks glue, a piece of smoking equipment, standing upright with its material and finish clearly readable"
70,metalashtray9lives.jpg,metalashtray9lives,Metal Ashtray 9 lives,Equipment,gear,YES,12,150.00,"Metal Ashtray 9 lives, a piece of smoking equipment, standing upright with its material and finish clearly readable"
71,gemsnowpineappleexpress.jpg,gemsnowpineappleexpress,Gem Snow Pineapple Express,Exotics,flower,YES,11.02,950.00,"one premium cannabis bud standing upright, dense and compact, thickly frosted with sugary trichomes, bright orange pistils curling through the bright lime-green leaves. Strain: Gem Snow Pineapple Express (Sativa-dominant Hybrid, THC 18-26%), tasting of pineapple, citrus, pine"
72,fuzzies07g.jpg,fuzzies07g,Fuzzies 0.7 G,joint,preroll,YES,11,700.00,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it"
73,hashtrippleburger.jpg,hashtrippleburger,Hash Tripple Burger,Concentrate,concentrate,YES,11,500.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
74,danktshirtnewedition.jpg,danktshirtnewedition,Dank T Shirt. New edition,Accessories,gear,YES,10,490.00,"Dank T Shirt. New edition, a piece of smoking equipment, standing upright with its material and finish clearly readable"
75,hashrockets1g.jpg,hashrockets1g,Hash Rockets 1G,joint,preroll,YES,10,1000.00,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it"
76,mushroomsoup.jpg,mushroomsoup,Mushroom Soup,Food,food,YES,10,180.00,"Mushroom Soup plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
77,pennysliverosin.jpg,pennysliverosin,Penny’s Live Rosin,Concentrate,concentrate,YES,10,2500.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
78,pumpkinsoup.jpg,pumpkinsoup,pumpkin soup,Food,food,YES,10,180.00,"pumpkin soup plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
79,rawclassic14tip.jpg,rawclassic14tip,Raw Classic 1/4  + Tip,Accessories,gear,YES,10,120.00,"Raw Classic 1/4  + Tip, a piece of smoking equipment, standing upright with its material and finish clearly readable"
80,scrambleegg.jpg,scrambleegg,Scramble Egg,Food,food,YES,10,180.00,"Scramble Egg plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
81,hashkushcookiesfullspec.jpg,hashkushcookiesfullspec,Hash Kush Cookies Full Spec,Concentrate,concentrate,YES,9,600.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
82,icecreametestick.jpg,icecreametestick,Ice Cream Ete Stick,Snack,food,YES,9,40.00,"Ice Cream Ete Stick plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
83,rawtip.jpg,rawtip,raw tip,Equipment,gear,YES,9,50.00,"raw tip, a piece of smoking equipment, standing upright with its material and finish clearly readable"
84,monsterenergy.jpg,monsterenergy,Monster Energy,Drink,drink,YES,8,80.00,"Monster Energy served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold"
85,nolabarnicvape.jpg,nolabarnicvape,NOLA BAR NIC VAPE,Nicotine,vape,YES,8,350.00,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it"
86,sourbelt1piece.jpg,sourbelt1piece,sour belt 1 piece,Edible,edible,YES,8,350.00,"sour belt 1 piece, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly"
87,bowlglass.jpg,bowlglass,Bowl glass,Equipment,gear,YES,7,100.00,"Bowl glass, a piece of smoking equipment, standing upright with its material and finish clearly readable"
88,pt33.jpg,pt33,Pt.33,,other,YES,7,300.00,"Pt.33, presented simply so the product itself is unmistakable"
89,slimjimpocketspp.jpg,slimjimpocketspp,slimjim pockets pp,Accessories,gear,YES,7,150.00,"slimjim pockets pp, a piece of smoking equipment, standing upright with its material and finish clearly readable"
90,taco.jpg,taco,Taco,Food,food,YES,7,200.00,"Taco plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
91,zynnicotinelow.jpg,zynnicotinelow,Zyn nicotine low,Nicotine,nicotine,YES,7,300.00,"Zyn nicotine low standing upright, its shape and proportions clearly readable"
92,bacon.jpg,bacon,bacon,Food,food,YES,6,100.00,"bacon plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
93,castowncraftsodamixflavors.jpg,castowncraftsodamixflavors,Castown craft soda mix flavors,Drink,drink,YES,6,100.00,"Castown craft soda mix flavors served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold"
94,quesadilla.jpg,quesadilla,Quesadilla,Food,food,YES,6,200.00,"Quesadilla plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
95,beerthai.jpg,beerthai,"Beer Thai (Chang,Singha,Leo)",Beer,beer,YES,5,150.00,"Beer Thai (Chang,Singha,Leo) poured into a clean glass beside its chilled can, a good head on the beer, condensation on both"
96,brrberrykief.jpg,brrberrykief,BRR Berry Kief,Concentrate,concentrate,YES,5,500.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
97,cbdforcats150mg.jpg,cbdforcats150mg,Cbd For Cats 150 Mg,CBD,cbd,YES,5,990.00,"Cbd For Cats 150 Mg, a CBD wellness product, standing upright with its form clearly readable"
98,cigarweed2g.jpg,cigarweed2g,Cigar weed 2g,joint,preroll,YES,5,1500.00,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it"
99,coconutjuice400ml.jpg,coconutjuice400ml,Coconut Juice 400 Ml.,Drink,drink,YES,5,100.00,"Coconut Juice 400 Ml. served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold"
100,doinksrollingglue.jpg,doinksrollingglue,Doinks Rolling Glue,Equipment,gear,YES,5,350.00,"Doinks Rolling Glue, a piece of smoking equipment, standing upright with its material and finish clearly readable"
101,doubleburger.jpg,doubleburger,Double Burger,Food,food,YES,5,300.00,"Double Burger plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
102,geminilastbite.jpg,geminilastbite,gemini last bite,Edible,edible,YES,5,600.00,"gemini last bite, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly"
103,mimosaorangekief.jpg,mimosaorangekief,Mimosa Orange Kief,Concentrate,concentrate,YES,5,500.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
104,sugartitskief.jpg,sugartitskief,Sugar Tits Kief,Concentrate,concentrate,YES,5,500.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
105,whalecan.jpg,whalecan,Whale Can,Beer,beer,YES,5,250.00,"Whale Can poured into a clean glass beside its chilled can, a good head on the beer, condensation on both"
106,cannopicbdsoothingoil10mg.jpg,cannopicbdsoothingoil10mg,Cannopi Cbd soothing oil 10mg,CBD,cbd,YES,4,490.00,"Cannopi Cbd soothing oil 10mg, a CBD wellness product, standing upright with its form clearly readable"
107,chickenicecreamwaffle.jpg,chickenicecreamwaffle,Chicken / Icecream Waffle,Food,food,YES,4,250.00,"Chicken / Icecream Waffle plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph"
108,grindercartoon.jpg,grindercartoon,Grinder Cartoon,Accessories,vape,YES,4,700.00,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it"
109,honeylagercan.jpg,honeylagercan,honey lager can,Beer,beer,YES,4,200.00,"honey lager can poured into a clean glass beside its chilled can, a good head on the beer, condensation on both"
110,rastamonkief.jpg,rastamonkief,Rastamon Kief,Concentrate,concentrate,YES,4,500.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
111,ravenipa.jpg,ravenipa,Raven IPA,Beer,beer,YES,4,300.00,"Raven IPA poured into a clean glass beside its chilled can, a good head on the beer, condensation on both"
112,seedsiamseedbank.jpg,seedsiamseedbank,Seed Siam seed bank ( Sofem - Walipini ),Seed,seed,YES,4,3500.00,a few cannabis seeds with dark tiger-striped shells on a piece of slate beside a tiny glass vial
113,sourbubbleshash.jpg,sourbubbleshash,Sour Bubbles Hash,Concentrate,concentrate,YES,4,700.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
114,thaiteagreentea.jpg,thaiteagreentea,Thai tea / Green tea,Drink,drink,YES,4,50.00,"Thai tea / Green tea served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold"
115,wilaweizen.jpg,wilaweizen,wila weizen,Beer,beer,YES,4,250.00,"wila weizen poured into a clean glass beside its chilled can, a good head on the beer, condensation on both"
116,yaksapaleale.jpg,yaksapaleale,Yaksa Pale Ale,Beer,beer,YES,4,250.00,"Yaksa Pale Ale poured into a clean glass beside its chilled can, a good head on the beer, condensation on both"
117,yaksasessionipa.jpg,yaksasessionipa,Yaksa Session IPA,Beer,beer,YES,4,250.00,"Yaksa Session IPA poured into a clean glass beside its chilled can, a good head on the beer, condensation on both"
118,aceagavelime.jpg,aceagavelime,ACE Agave Lime,Beer,beer,YES,3,300.00,"ACE Agave Lime poured into a clean glass beside its chilled can, a good head on the beer, condensation on both"
119,bongxl.jpg,bongxl,Bong XL ( 50 cm ),Accessories,gear,YES,3,1500.00,"Bong XL ( 50 cm ), a piece of smoking equipment, standing upright with its material and finish clearly readable"
120,cbdoilfordogs150mg.jpg,cbdoilfordogs150mg,Cbd Oil For Dogs 150 Mg,CBD,cbd,YES,3,990.00,"Cbd Oil For Dogs 150 Mg, a CBD wellness product, standing upright with its form clearly readable"
121,cookie50mg.jpg,cookie50mg,Cookie 50 Mg,Edible,edible,YES,3,350.00,"Cookie 50 Mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly"
122,durbanpoisonjoint.jpg,durbanpoisonjoint,Durban Poison Joint,Pre-Roll,preroll,YES,3,250.00,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it"
123,grinderphoenixstarsilver.jpg,grinderphoenixstarsilver,Grinder Phoenix star Silver,Accessories,gear,YES,3,700.00,"Grinder Phoenix star Silver, a piece of smoking equipment, standing upright with its material and finish clearly readable"
124,9livetraysizel.jpg,9livetraysizel,9live TRAY Size L,Equipment,gear,YES,2,300.00,"9live TRAY Size L, a piece of smoking equipment, standing upright with its material and finish clearly readable"
125,auraclnightcbn100mgcbd500mg.jpg,auraclnightcbn100mgcbd500mg,Auracl Night [cbn 100mg/cbd 500mg],CBD,cbd,YES,2,1990.00,"Auracl Night [cbn 100mg/cbd 500mg], a CBD wellness product, standing upright with its form clearly readable"
126,bongphoenixsizel.jpg,bongphoenixsizel,Bong Phoenix Size L,Accessories,gear,YES,2,4200.00,"Bong Phoenix Size L, a piece of smoking equipment, standing upright with its material and finish clearly readable"
127,bongphoenixstarsizem.jpg,bongphoenixstarsizem,Bong Phoenix star size M,Accessories,gear,YES,2,2400.00,"Bong Phoenix star size M, a piece of smoking equipment, standing upright with its material and finish clearly readable"
128,bongphoenixstarsizes.jpg,bongphoenixstarsizes,Bong Phoenix star size S,Accessories,gear,YES,2,1500.00,"Bong Phoenix star size S, a piece of smoking equipment, standing upright with its material and finish clearly readable"
129,bongsmallsize.jpg,bongsmallsize,Bong small size ( 25 cm ),Accessories,gear,YES,2,750.00,"Bong small size ( 25 cm ), a piece of smoking equipment, standing upright with its material and finish clearly readable"
130,cannabistea.jpg,cannabistea,cannabis tea,CBD,drink,YES,2,300.00,"cannabis tea served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold"
131,cbdbalmgel.jpg,cbdbalmgel,Cbd Balm Gel (ยาหมองเจล Cbd),CBD,cbd,YES,2,200.00,"Cbd Balm Gel (ยาหมองเจล Cbd), a CBD wellness product, standing upright with its form clearly readable"
132,cbdborneooil.jpg,cbdborneooil,Cbd Borneo Oil (Cbd พิมเสนน้ำ),CBD,cbd,YES,2,150.00,"Cbd Borneo Oil (Cbd พิมเสนน้ำ), a CBD wellness product, standing upright with its form clearly readable"
133,cbdmassageoil.jpg,cbdmassageoil,Cbd Massage Oil,CBD,cbd,YES,2,350.00,"Cbd Massage Oil, a CBD wellness product, standing upright with its form clearly readable"
134,cbdoilfullspectrum1000mg.jpg,cbdoilfullspectrum1000mg,Cbd oil full spectrum 1000 mg,CBD,cbd,YES,2,1790.00,"Cbd oil full spectrum 1000 mg, a CBD wellness product, standing upright with its form clearly readable"
135,cbdvitus10f.jpg,cbdvitus10f,CBD VITUS 10F,CBD,cbd,YES,2,900.00,"CBD VITUS 10F, a CBD wellness product, standing upright with its form clearly readable"
136,cbdvtrus5f.jpg,cbdvtrus5f,CBD VTRUS 5F,CBD,cbd,YES,2,790.00,"CBD VTRUS 5F, a CBD wellness product, standing upright with its form clearly readable"
137,durbanzjoint.jpg,durbanzjoint,Durban Z Joint,Pre-Roll,preroll,YES,2,350.00,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Strain: Durban Z Joint (Sativa-dominant Hybrid, THC 20-27%), tasting of lemon, citrus, candy"
138,elevenrosekief.jpg,elevenrosekief,Eleven Rose Kief,Concentrate,concentrate,YES,2,500.00,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through"
