no,filename,product,category,kind,in_stock,group,prompt
1,kamagra.jpg,Kamagra,Edible,edible,YES,A-missing,"Kamagra, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
12,teatime.jpg,Tea Time,Exotics,flower,YES,A-missing,"One premium cured cannabis flower bud of the strain Tea Time, a hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as candy, citrus, pine. Dense and top-shelf, the sort of bud sold at 28-30% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
13,dankcapgreen.jpg,Dank cap green,Accessories,gear,YES,A-missing,"Dank cap green, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
14,permanentbx1.jpg,Permanent Bx1,Exotics,flower,YES,A-missing,"One premium cured cannabis flower bud of the strain Permanent Bx1, a indica-dominant hybrid — dense dark forest-green leaves, rust-orange pistils, a thick greasy layer of trichomes. The flower reads as gas, candy, floral. Dense and top-shelf, the sort of bud sold at 26-29% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
15,icecreametesizel.jpg,Ice Cream Ete Size L,Snack,food,YES,A-missing,"Ice Cream Ete Size L plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
16,cappuccino.jpg,Cappuccino,Drink,drink,YES,A-missing,"Cappuccino served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
17,grape.jpg,Grape,Drink,drink,YES,A-missing,"Grape served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
18,greentea.jpg,Green Tea,Drink,drink,YES,A-missing,"Green Tea served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
19,honeylemon.jpg,Honey - Lemon,Drink,drink,YES,A-missing,"Honey - Lemon served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
20,icelemontea.jpg,Ice Lemon Tea,Drink,drink,YES,A-missing,"Ice Lemon Tea served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
21,latte.jpg,Latte,Drink,drink,YES,A-missing,"Latte served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
22,lychee.jpg,Lychee,Drink,drink,YES,A-missing,"Lychee served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
23,mocha.jpg,Mocha,Drink,drink,YES,A-missing,"Mocha served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
24,orange.jpg,Orange,Drink,drink,YES,A-missing,"Orange served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
25,peach.jpg,Peach,Drink,drink,YES,A-missing,"Peach served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
26,strawberry.jpg,Straw Berry,Drink,drink,YES,A-missing,"Straw Berry served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
27,thaitea.jpg,Thai Tea,Drink,drink,YES,A-missing,"Thai Tea served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
28,chocolate.jpg,Chocolate,Drink,drink,YES,A-missing,"Chocolate served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
29,cookiesncream.jpg,Cookies N Cream,Drink,drink,YES,A-missing,"Cookies N Cream served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
30,gummies100mg.jpg,Gummies 100mg ( 3flavor ),Edible,edible,YES,A-missing,"Gummies 100mg ( 3flavor ), a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
31,reesespeanutbutter.jpg,Reese's Peanut Butter,Drink,drink,YES,A-missing,"Reese's Peanut Butter served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
32,espresso.jpg,Espresso,Drink,drink,YES,A-missing,"Espresso served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
33,mango.jpg,Mango,Drink,drink,YES,A-missing,"Mango served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
34,rawwidetips.jpg,RAW Wide Tips,Equipment,gear,YES,A-missing,"RAW Wide Tips, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
35,blueberry.jpg,Blueberry,Drink,drink,YES,A-missing,"Blueberry served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
36,wildcherry.jpg,Wild Cherry,Exotics,flower,YES,A-missing,"One premium cured cannabis flower bud of the strain Wild Cherry, a sativa-dominant hybrid — deep purple and violet leaves shot through with dark green, bright orange pistils, heavy white trichome frost. The flower reads as cherry, berry, sweet. Dense and top-shelf, the sort of bud sold at 23-29% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
37,backwoodpack.jpg,Backwood pack,Blunt,blunt,YES,A-missing,"a single cannabis blunt, unlit, in a dark tobacco leaf wrap with a visible seam, two whole buds behind it slightly out of focus. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
38,americano.jpg,Americano,Drink,drink,YES,A-missing,"Americano served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
39,lemoncherrybx2.jpg,lemon cherry bx2,Pre-Roll,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green with a red-purple blush flower beside it. Strain: lemon cherry bx2 (Indica-dominant Hybrid, THC 24-28%), tasting of citrus, cherry, cream. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
40,brownie50mg.jpg,Brownie 50 Mg,Edible,edible,YES,A-missing,"Brownie 50 Mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
41,prerolldank.jpg,Pre-Roll DANK,Equipment,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
42,malibumarker.jpg,Malibu Marker,Weed,flower,YES,A-missing,"One premium cured cannabis flower bud, single nugget, dense mid-green leaves with a few purple edges, warm orange pistils, a generous white coat of trichomes. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
43,prerolldank800pcs.jpg,Pre roll Dank 800pcs ( 1box ),Accessories,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
44,elementsultrathinpaperskingsize.jpg,Elements Ultra Thin Papers Kingsize,Accessories,gear,YES,A-missing,"Elements Ultra Thin Papers Kingsize, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
45,longanjuice.jpg,Longan juice/ น้ำลำใย,Drink,drink,YES,A-missing,"Longan juice/ น้ำลำใย served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
46,muhamed2000mg.jpg,Muhamed 2000 mg,Vape,vape,YES,A-missing,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
47,bluelobsterhash.jpg,Blue Lobster Hash,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
48,sfvxadl.jpg,SFV x ADL,Exotics,flower,YES,A-missing,"One premium cured cannabis flower bud of the strain SFV x ADL, a hybrid — dense dark forest-green leaves, rust-orange pistils, a thick greasy layer of trichomes. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
49,bongdownstem1213517cm.jpg,"Bong DownStem 12 , 13.5 , 17 cm",Accessories,gear,YES,A-missing,"Bong DownStem 12 , 13.5 , 17 cm, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
50,hiddenhills1000mg.jpg,Hidden Hills 1000Mg,Edible,edible,YES,A-missing,"Hidden Hills 1000Mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
51,switch3in1.jpg,Switch 3in 1,Vape,vape,YES,A-missing,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
52,bamboopaper.jpg,Bamboo paper,Equipment,gear,YES,A-missing,"Bamboo paper, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
53,cibidcbdsoda3flavors.jpg,CIBID CBD SODA 3 Flavors,Drink,drink,YES,A-missing,"CIBID CBD SODA 3 Flavors served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
54,geminiricekrispies160mg.jpg,Gemini Rice krispies 160 mg,Edible,food,YES,A-missing,"Gemini Rice krispies 160 mg plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
55,softdrink.jpg,"Soft Drink ( Coke , Fanta , Schweppes, Sprite A&W  )",Drink,drink,YES,A-missing,"Soft Drink ( Coke , Fanta , Schweppes, Sprite A&W  ) served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
56,picmigummiesfruitpunch5000mg.jpg,picmi gummies fruit punch 5000 mg,Edible,edible,YES,A-missing,"picmi gummies fruit punch 5000 mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
57,bonglsize.jpg,Bong L size ( 40 cm ),Accessories,gear,YES,A-missing,"Bong L size ( 40 cm ), a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
58,gummy250mgedibleland.jpg,Gummy 250 mg edible land,Edible,edible,YES,A-missing,"Gummy 250 mg edible land, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
59,kifecherryinferno.jpg,Kife Cherry Inferno,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
60,zourz.jpg,Zour Z,Exotics,flower,YES,A-missing,"One premium cured cannabis flower bud of the strain Zour Z, a sativa-dominant hybrid — golden-green and lime leaves, vivid amber-orange pistils, a bright sugary coat of trichomes. The flower reads as diesel, lemon, chemical. Dense and top-shelf, the sort of bud sold at 17% THC. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
61,ogkushxzkittlesoriginal.jpg,OG Kush x Zkittles Original,Top Shelf,flower,YES,A-missing,"One premium cured cannabis flower bud, single nugget, dense mid-green leaves with a few purple edges, warm orange pistils, a generous white coat of trichomes. Macro product shot, the trichomes and pistils sharp in the centre of the bud, the back of the nugget falling gently out of focus. Nothing else in the frame — no jar, no tray, no scattered leaf. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
